user_id,product_id,product_name,event_type,rating,reviews,views,clicks,carts,purchases,ID,root_2_0,root_2_1,root_2_2,root_2_3,root_2_4,root_2_5,root_2_6,root_2_7,age,gender,cluster
U0722,f0dd51ee99f56e59151ae08dddef9448,Hermosear Women's Solid Casual Shirt,view,2.6,"Great value for the price, highly recommend!",1.224620386903786,1.4207226832997033,2,0,1806,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.1715734428455148,-0.7065763582020035,0
U0755,e119b8d873c1a54411439036eb803dd7,TheLostPuppy Back Cover for Apple iPad Air,view,2.7,"Love the design and functionality, highly recommended.",0.5305600655773418,0.7108229149712616,2,1,1807,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.8239110076052174,-0.7065763582020035,1
U0089,bf164f929bec6ad640d64f0199c86d87,Atc Fly 01,view,4.7,"Not as expected, the product could be better.",0.8775902262405638,-1.4188763900140635,1,0,1808,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-1.167057893296247,1.4152752047134152,2
U0582,906efbbcaa8dde116d8359aa581a537c,Voylla Yellow Gold Plated Alloy Necklace,view,2.8,"Not as expected, the product could be better.",0.8775902262405638,1.4207226832997033,2,1,1809,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.7409539700676564,-0.7065763582020035,1
U0698,18b8e63f613db4078dbe5995413c8cca,Edimax BR-6228NS V2,view,1.7,"Great value for the price, highly recommend!",0.5305600655773418,1.4207226832997033,0,1,1810,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,0.40912581991741237,-0.7065763582020035,2
U0170,d17d91da7ff34a6482d3c1d91ad01a26,Okane Printed Men's Round Neck T-Shirt,view,3.1,"The customer service was great, but the product was just okay.",-0.16350025574910226,1.4207226832997033,2,0,1811,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.9898250826803394,-0.7065763582020035,0
U0208,4d1e16c4358cfa7c472a97487fd507ec,Protector iphone 4s Tempered Glass for Apple 4s,view,1.2,Five stars! Exceeded all my expectations.,-0.5105304164123243,-1.4188763900140635,1,1,1812,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-0.4204445554581978,1.4152752047134152,2
U0833,42ed0637bf65494d1b04df7797202f8f,DEBOCK DEBOCK Earphone For HTC Desire 320 Stereo Dynamic Headphone Wired Headphones,purchase,2.4,"Great for its price, but there are some improvements needed.",0.5305600655773418,-0.7089766216856218,2,1,1813,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-1.498886043446491,1.4152752047134152,2
U0064,2c8912b849cf73676d025aa99203b6d1,Lula Baby Girl's Dark Blue Bodysuit,view,4.0,"The customer service was great, but the product was just okay.",0.8775902262405638,-1.4188763900140635,1,1,1814,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,-1.0422021439471714,-0.752272705608442,-0.7065763582020035,1
U0583,83aee68e06d0b6b4635de1cc2001786c,Fashiondeal Jacquard Self Design Blouse Material,view,2.7,"Not as expected, the product could be better.",-1.5516208984019904,-1.4188763900140635,0,1,1815,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.5034015929957588,-0.7065763582020035,0
U0251,010998ac5b285a312e155f7c82abed1e,Offspring Solid Single Blanket Yellow,view,1.3,"This is exactly what I was looking for, I'm very happy with my purchase.",-0.16350025574910226,1.4207226832997033,1,0,1816,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,0.1602547073047293,-0.7065763582020035,0
U0660,2804df781c5f6aa85914087b8f26bc71,FEET FLOW Women Flats,view,1.5,I would buy this again. It's exactly what I needed.,0.18352990491411977,-0.7089766216856218,0,1,1817,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.2545304803830758,-0.7065763582020035,1
U0429,c28fc56eec85da79691c6feeac9619ad,"New tastemaker Women's Black, Blue, Red Leggings",purchase,2.1,It looks great but doesn't work as expected.,-0.8575605770755463,-0.7089766216856218,2,1,1818,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.001143818221125,-0.7065763582020035,0
U0085,1b3dd564c1591f8286c1541b7b61b7fc,Point Blank Deodorants For Men(Pacifier & Passion Play) Combo Set,view,3.6,"Would not buy again, the quality doesn’t match the price.",-0.16350025574910226,0.0009231466428198833,0,0,1819,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,0.959506757693534,-1.001143818221125,-0.7065763582020035,1
U0351,07914681a6b6f7695bd25f9fd168f0ac,Vero Moda Regular Fit Women's Trousers,view,1.4,"It broke after one use, really unhappy with it.",1.224620386903786,-0.7089766216856218,0,1,1820,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.6534813829808277,1.4152752047134152,0
U0214,ad13511452e14f6f031140c185729307,Ir Acc Casual 3/4 Sleeve Solid Women's Top,cart,1.7,"Great for its price, but there are some improvements needed.",0.18352990491411977,-0.7089766216856218,2,0,1821,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.41592900590893,1.4152752047134152,0
U0222,1d2c25cb118c52784adb01991dc48d2b,Kielz Ladies Women Wedges,view,4.0,"This is a high-quality product, well worth the money.",-0.16350025574910226,-1.4188763900140635,2,0,1822,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,1.5705243454432667,-0.7065763582020035,0
U0579,dd4f7e685ee0a9f80b7299194e2eb4d3,"VIVIANA Nail Paint, Lipstick",view,1.4,Very disappointed with the quality of this product.,-1.5516208984019904,1.4207226832997033,2,0,1823,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.1715734428455148,1.4152752047134152,2
U0743,15513b40d845452af800cd1c41799e70,Artist Haat Handcrafted Marble With Floral Design7 Inlay Grill Work Jewellery Vanity Box,view,1.3,"The shipping was fast, and the product was well packaged.",1.224620386903786,0.0009231466428198833,0,1,1824,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,0.9641318788779631,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.1715734428455148,-0.7065763582020035,2
U0921,d4f0df4c30245d8f311022b0df9e8df3,WallDesign Small Vinyl Sticker,cart,4.7,"Good quality for the price, would recommend to others.",-0.16350025574910226,-1.4188763900140635,0,0,1825,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-1.41592900590893,-0.7065763582020035,2
U0572,d8640057d0dc2d1cf41e1eb39cf5983c,Catwalk Women Wedges,cart,4.0,Love it! Will buy more from this brand.,-0.8575605770755463,-0.7089766216856218,2,1,1826,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,0.9898250826803394,1.4152752047134152,0
U1000,91a5be568857ac47fb573615fb22e27b,Agricart Mesembrythamem Heavens Mixed Seed,view,3.6,I would buy this again. It's exactly what I needed.,-1.5516208984019904,-1.4188763900140635,2,0,1827,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,0.9641318788779631,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,1.3216532328305834,1.4152752047134152,2
U0952,86e3c9cf9a2c3917d88f6fccc40e5496,Mad(e) in India TAHGSG000023,view,1.2,"I had issues with delivery, but the product is good.",0.8775902262405638,-1.4188763900140635,1,1,1828,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-0.752272705608442,-0.7065763582020035,2
U0522,9632c4cbb2af6e50ac164136419c530d,QP360 Kid Fan MLY2014 USB USB Fan,view,1.2,"It broke after one use, really unhappy with it.",-0.16350025574910226,0.0009231466428198833,2,0,1829,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.250014930833808,-0.7065763582020035,1
U0660,b9e209669e5c14240e32b5e9bb859588,Legrand Legrand Arteor 572063 16A Indicator White Switch 15 One Way Electrical Switch,purchase,1.1,"Super easy to use, perfect for beginners.",0.5305600655773418,-1.4188763900140635,1,0,1830,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,1.296764709747436,0.959506757693534,-0.2545304803830758,-0.7065763582020035,2
U0059,11f1311faed40323368f99875e78c628,Sterling Rolling Pin Holder with Tong Stainless Steel Kitchen Rack,view,1.4,"Would not buy again, the quality doesn’t match the price.",-0.5105304164123243,1.4207226832997033,1,0,1831,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,0.2432117448422903,-0.7065763582020035,2
U0495,89834db481287d5fd3e94c3ecffd9851,Schwarzkopf Supersoft Color Shine Red Berries Conditioner,view,2.8,Amazing product! It's a game-changer for me.,1.571650547567008,0.7108229149712616,1,0,1832,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,0.959506757693534,-0.5863586305333198,-0.7065763582020035,2
U0567,8fdb5a28a797a697fe43b6a514c66026,"Voylla Rhodium Plated Metal, Alloy Necklace",view,2.3,"Would not buy again, the quality doesn’t match the price.",-0.16350025574910226,0.0009231466428198833,1,1,1833,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.167057893296247,-0.7065763582020035,1
U0625,5285b7c80de45178bae29c9938a0a4a6,Tootpado Art Plastic Punches & Punching Machines,view,1.6,"Quality is fantastic, but the size doesn't fit well.",0.18352990491411977,-0.7089766216856218,1,1,1834,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,0.959506757693534,-0.2545304803830758,1.4152752047134152,2
U0047,660197111db4c96ce31e602a977c428a,HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain,view,4.4,"Exactly as described, fast delivery, very happy.",-1.5516208984019904,-1.4188763900140635,1,1,1835,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,-0.4204445554581978,1.4152752047134152,2
U0116,99e761f8a625e88824b2ebd273e0c328,Space Women Heels,purchase,2.0,I’ve been using this for a month now and I’m still satisfied.,-0.16350025574910226,-0.7089766216856218,0,0,1836,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,1.1557391577554614,-0.7065763582020035,0
U0972,fec740e03061d8c2e166d69fa4b43d3f,Zephyrr Alloy Necklace,view,2.8,"It broke after one use, really unhappy with it.",1.224620386903786,-0.7089766216856218,0,1,1837,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.498886043446491,-0.7065763582020035,1
U0402,ff49c61ce972e9b524dc2bed834291e2,Elite Handicrafts EHCT007,view,4.7,"Great for its price, but there are some improvements needed.",-0.8575605770755463,1.4207226832997033,1,1,1838,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,0.6579969325300954,1.4152752047134152,2
U0745,afc161ecd7ac78b3ea14a501cefb5e28,Eurotex Cotton Medium Bath Mat Veneto,cart,2.9,"The shipping was fast, and the product was well packaged.",0.8775902262405638,-1.4188763900140635,1,1,1839,-0.09149862946001058,3.7044732741087705,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-0.08861640530795377,-0.7065763582020035,2
U0922,1ca54b7d9a825122cafd43c4091967db,Officers Choice Solid Men's Round Neck T-Shirt,view,1.7,"This product is amazing, I absolutely love it!",-0.8575605770755463,-0.7089766216856218,1,0,1840,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.835229743146003,1.4152752047134152,0
U0045,81155b0a88099d7bb5dbf8c491210ce4,Fashion Jewellery Alloy Necklace,view,1.8,Very disappointed with the quality of this product.,0.8775902262405638,1.4207226832997033,1,0,1841,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.752272705608442,-0.7065763582020035,1
U0380,eca609c78e79ab510dc43cffeef22cc2,Selfie Boots,view,4.0,I would buy this again. It's exactly what I needed.,-0.5105304164123243,0.0009231466428198833,0,0,1842,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-1.41592900590893,1.4152752047134152,0
U0715,52c76d8888821a128b2611121804d02f,SHOPOJ Women Wedges,cart,4.0,Love it! Will buy more from this brand.,0.5305600655773418,0.0009231466428198833,2,0,1843,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.835229743146003,-0.7065763582020035,0
U0418,049b3897eda0c8eb5e804d1580f47d8a,Chefkraft Tri Ply Kadhai 3.2 L,purchase,2.0,I would buy this again. It's exactly what I needed.,0.5305600655773418,0.7108229149712616,2,0,1844,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,1.296764709747436,0.959506757693534,-0.2545304803830758,-0.7065763582020035,0
U0283,59cda6012ecf19186bd9165c7d3c9f2e,AYESHA Metal Chain,view,1.8,"Would not buy again, the quality doesn’t match the price.",-0.5105304164123243,1.4207226832997033,2,1,1845,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.4204445554581978,-0.7065763582020035,1
U0490,58eba4326298eaa1d5a591b515e58dfe,VR Designers Metal Necklace,view,4.7,"The customer service was great, but the product was just okay.",-0.5105304164123243,0.0009231466428198833,0,0,1846,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,1.4875673079057057,-0.7065763582020035,1
U0436,4b91cffc68afbb6e55b8cb2e232d457a,Voylla Artifictial Plain Crystal Alloy Necklace,cart,2.7,"The customer service was great, but the product was just okay.",0.18352990491411977,0.7108229149712616,2,0,1847,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.167057893296247,-0.7065763582020035,1
U0157,7e27b77c99a68586a8b57cd9b3412cf0,ortel earphone64 Earphone Cable Organizer,view,2.5,"Quality is fantastic, but the size doesn't fit well.",1.571650547567008,1.4207226832997033,0,0,1848,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-0.5863586305333198,-0.7065763582020035,2
U0910,6b03c8933376d95b336ba6968b63f8d3,Raymond Abstract Double Blanket Brown,view,3.6,"This product is amazing, I absolutely love it!",0.8775902262405638,0.0009231466428198833,1,0,1849,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-0.5863586305333198,-0.7065763582020035,2
U0580,c991b1bc360df682e5e0ae7ba3a22816,MCB Exports Marigold Decorative Pot Showpiece  -  30 cm,purchase,3.5,"I had issues with delivery, but the product is good.",1.224620386903786,1.4207226832997033,1,0,1850,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,0.2432117448422903,-0.7065763582020035,2
U0099,b36bf9a491ed9e43fe55e9119e742407,BGS Alloy Bracelet,purchase,3.9,"Not worth the price, returned the item.",0.18352990491411977,-0.7089766216856218,2,0,1851,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.835229743146003,1.4152752047134152,2
U0471,0f72f9bbcc8af5a61a77807ac3a7da00,First Choice Cotton Embroidered Diwan Set,view,4.6,"This product is amazing, I absolutely love it!",-0.16350025574910226,0.7108229149712616,0,1,1852,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,0.959506757693534,0.1602547073047293,-0.7065763582020035,1
U0097,7b0b49ac4eab67779babf1693a2d40c5,Laadli Boutique Cotton Floral Print Multi-purpose Fabric,view,2.7,"This is a high-quality product, well worth the money.",0.18352990491411977,0.7108229149712616,1,0,1853,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.8239110076052174,-0.7065763582020035,0
U0951,412d0425bb7076610aace6549ded265c,Lal Haveli Rajasthani Handmade Vintage Wooden Camel Design Jharoka Photo Frame Showpiece  -  43.18 cm,view,2.7,"It's okay, nothing special about it.",-1.5516208984019904,0.7108229149712616,0,0,1854,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-1.250014930833808,-0.7065763582020035,2
U0312,47368d31671d98d87ade184522ecc1d8,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",view,4.2,"Would not buy again, the quality doesn’t match the price.",-1.2045907377387683,-0.7089766216856218,0,1,1855,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.250014930833808,1.4152752047134152,1
U0827,9fd9dcde171b81141410fe6628036015,HomeeHub Polyester Multicolor Self Design Eyelet Door Curtain,view,3.2,"I had issues with delivery, but the product is good.",-1.2045907377387683,-0.7089766216856218,1,0,1856,-0.09149862946001058,3.7044732741087705,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,-0.6693156680708809,1.4152752047134152,2
U0346,d13ede4d6a607d638a682820d6425cfd,Footsy Women Heels,view,1.8,Five stars! Exceeded all my expectations.,-0.8575605770755463,-0.7089766216856218,2,0,1857,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.4204445554581978,1.4152752047134152,0
U0186,a65aec89a7e408331cc3c11f8bc99e9a,Ploomz Women's Push-up Bra,view,4.3,"Not as expected, the product could be better.",-1.5516208984019904,0.7108229149712616,2,0,1858,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.664800118521613,-0.7065763582020035,0
U0272,35f7364c7fae0ef858ba8748547e7163,SKI LIC RECESS GIFT SET PINKYELLOW01 2 Containers Lunch Box,view,2.3,"It broke after one use, really unhappy with it.",-1.2045907377387683,-1.4188763900140635,0,0,1859,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.918186780683564,-0.7065763582020035,2
U0802,fa40f293e833450f28e244821a7f182b,DNA Graphic Print Men's Round Neck T-Shirt,purchase,2.7,"Good quality for the price, would recommend to others.",0.5305600655773418,-0.7089766216856218,1,1,1860,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.3261687823798513,-0.7065763582020035,0
U0223,4438205dd1de1ccb6c345a8b6d52d6c3,Urban Monkey Womens Pu Loafers,view,4.9,Five stars! Exceeded all my expectations.,0.8775902262405638,0.7108229149712616,2,0,1861,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-1.332971968371369,1.4152752047134152,0
U0898,0c2a28c083b7450d13721498954d5b36,Cayman Full Sleeve Solid Men's Sweatshirt,view,3.4,"I was skeptical at first, but I’m glad I made the purchase.",-0.8575605770755463,-0.7089766216856218,1,0,1862,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.5863586305333198,-0.7065763582020035,0
U0144,f1c0ff9c0a038fe4164bb013a80de8ad,Steppings Trendy Boots,view,4.2,"This is a high-quality product, well worth the money.",-1.2045907377387683,-0.7089766216856218,0,1,1863,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.752272705608442,-0.7065763582020035,0
U0120,773e3c811aea2f86d0a840f1f924ed26,Allure Auto CM 2067 Car Mat Maruti Gypsy,view,2.7,"The product was fine, but the packaging was poor.",-0.16350025574910226,-1.4188763900140635,1,0,1864,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,-1.0422021439471714,0.2432117448422903,-0.7065763582020035,2
U0892,6f469a61440933a6718420184d22a104,First Smart Deal Plant Container Set,view,4.6,"Quality is fantastic, but the size doesn't fit well.",0.5305600655773418,0.0009231466428198833,1,0,1865,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.07729766976716827,1.4152752047134152,1
U0686,9dc19044c5b74313d6b550251d5277ce,Lapguard HP Pavilion dv5-1007ef 6 Cell Laptop Battery,view,3.1,It looks great but doesn't work as expected.,0.5305600655773418,-1.4188763900140635,1,0,1866,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,1.5705243454432667,1.4152752047134152,1
U0549,7d5cbffec140e9fa035663a64ed4d788,Miss Clyra Women's Brief Panty,view,4.6,"Quality is fantastic, but the size doesn't fit well.",-0.8575605770755463,0.0009231466428198833,2,0,1867,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.1602547073047293,-0.7065763582020035,0
U0400,16b9a1476ac7c9152087156712f827f5,Tenda 3G611R+,view,1.4,"It broke after one use, really unhappy with it.",0.8775902262405638,-0.7089766216856218,1,0,1868,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,1.5705243454432667,-0.7065763582020035,2
U0424,8762ee7be65b2d465dbae5c2f44d987b,Two Dots Comfortable Women's Sports Bra,cart,4.0,"The material feels premium and sturdy, I’m impressed.",-0.5105304164123243,-1.4188763900140635,0,0,1869,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.6534813829808277,1.4152752047134152,0
U0868,db37048614e69cd20bce46f765f43f48,cherry crumble california Baby Boy's Checkered Casual Shirt,purchase,1.5,Five stars! Exceeded all my expectations.,-0.8575605770755463,-1.4188763900140635,1,0,1870,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,-1.0422021439471714,0.4920828574549734,-0.7065763582020035,1
U0954,c1e0f5307a367bc27744c703385fce67,Hotpiper Designer White Yellow Gold Plated Acrylic Necklace,purchase,3.0,"The material feels premium and sturdy, I’m impressed.",-0.16350025574910226,1.4207226832997033,1,0,1871,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.2545304803830758,-0.7065763582020035,1
U0781,6999a75b9e3323e333785c1fc225c0e2,Peora Rhodium Sterling Silver Stud Earring,view,3.3,"Not as expected, the product could be better.",0.5305600655773418,0.0009231466428198833,1,0,1872,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.4204445554581978,-0.7065763582020035,2
U0596,292ac88d03f7662df69b71769ef4660c,Oviyon Printed Men's V-neck T-Shirt,purchase,2.3,I would buy this again. It's exactly what I needed.,-0.16350025574910226,-0.7089766216856218,2,0,1873,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.6579969325300954,-0.7065763582020035,0
U0250,d4bf6814a6280d9b3c6ae12f7beee531,Asus RT-N12 D1 Wireless-n300,view,3.8,"Would not buy again, the quality doesn’t match the price.",-1.2045907377387683,-0.7089766216856218,2,0,1874,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,1.0727821202179004,-0.7065763582020035,2
U0766,a62f62ef52209b1ba39a484114c57777,Simrit Women's Nighty,view,4.6,"The product was fine, but the packaging was poor.",0.5305600655773418,0.0009231466428198833,0,1,1875,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.4046102703681445,-0.7065763582020035,0
U0864,943be7514c2ba94f0f09d7ef5942952c,Numero Uno Solid Men's Polo Neck T-Shirt,view,3.1,"Exactly as described, fast delivery, very happy.",-0.5105304164123243,1.4207226832997033,0,0,1876,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.8239110076052174,-0.7065763582020035,0
